Table S1: Results of U-Th-Pb analyses for igneous and detrital zircon samples,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Isotope ratios,,,,,Apparent ages (Ma),,,,,,,,Concordance,
,,,,,,,,,,,,,,,,,,,,
Analysis,U,206Pb,U/Th,206Pb*,±2s,207Pb*,±2s,206Pb*,±2s,error,206Pb*,±2s,207Pb*,±2s,206Pb*,±2s,Best age,±2s,68 vs. 67,68 vs. 75
,(ppm),204Pb,,207Pb*,(%),235U*,(%),238U,(%),corr.,238U*,(Ma),235U,(Ma),207Pb*,(Ma),(Ma),(Ma),(%),(%)
,,,,,,,,,,,,,,,,,,,,
MR24-008 41,263,510635,14.05,8.0914,1.7,6.22266,3.3,0.365339,2.9,0.855,2007.4,49.4,2007.6,29.3,2007.8,30.8,2007.8,30.8,100.0,100.0
MR24-008 43,88,93597,1.17,16.6025,4.1,0.82251,6.8,0.099085,5.4,0.802,609.0,31.7,609.4,31.1,610.9,87.8,609.0,31.7,99.7,99.9
MR24-008 44,486,447827,2.89,7.8461,1.6,6.59834,3.1,0.375649,2.7,0.852,2055.9,47.0,2059.1,27.7,2062.3,29.0,2062.3,29.0,99.7,99.8
MR24-008 45,48,56347,3.94,16.5676,5.6,0.81762,10.8,0.098289,9.2,0.856,604.4,53.3,606.7,49.3,615.5,120.4,604.4,53.3,98.2,99.6
MR24-008 47,197,113241,4.62,4.9037,1.5,13.7417,4.2,0.488945,3.9,0.936,2566.1,82.7,2732.1,39.5,2857.1,23.8,2857.1,23.8,89.8,93.9
MR24-008 48,197,37823,1.32,16.2517,2.9,0.79152,6.5,0.093337,5.8,0.894,575.2,31.9,592.0,29.1,656.9,62.3,575.2,31.9,87.6,97.2
MR24-008 49,32,27481,1.27,9.2736,3.1,4.60102,7.3,0.309599,6.6,0.908,1738.7,101.0,1749.5,60.9,1762.3,55.9,1762.3,55.9,98.7,99.4
MR24-008 50,114,46231,1.36,8.1751,1.4,6.21439,4.3,0.368626,4.1,0.949,2022.9,71.6,2006.5,38.0,1989.6,24.3,1989.6,24.3,101.7,100.8
MR24-008 52,163,1175178,1.19,8.0368,1.6,6.27321,4.7,0.365818,4.4,0.943,2009.7,76.8,2014.7,41.3,2019.9,27.9,2019.9,27.9,99.5,99.8
MR24-008 53,50,10878,2.56,14.9928,4.1,1.02469,7.8,0.111473,6.6,0.852,681.3,42.9,716.3,40.0,827.4,85.2,681.3,42.9,82.3,95.1
MR24-008 55,438,70704,2.63,17.4686,2.5,0.63613,3.9,0.08063,2.9,0.762,499.9,14.1,499.9,15.2,500.0,55.0,499.9,14.1,100.0,100.0
MR24-008 56,394,8014,2.22,15.9093,3.3,0.38813,4.6,0.044804,3.3,0.71,282.5,9.1,333.0,13.2,702.4,69.5,282.5,9.1,40.2,84.8
MR24-008 57,56,26794,3.55,7.6438,2.6,7.03658,6.1,0.390268,5.5,0.903,2124.1,99.0,2116.1,53.9,2108.3,45.7,2108.3,45.7,100.7,100.4
MR24-008 58,153,141341,0.76,9.1553,2.2,4.87688,5.0,0.323974,4.5,0.896,1809.1,70.6,1798.3,42.1,1785.7,40.3,1785.7,40.3,101.3,100.6
MR24-008 60,1047,180553,7.64,16.2941,1.6,0.8713,2.8,0.103014,2.4,0.831,632.0,14.2,636.3,13.4,651.3,34.0,632.0,14.2,97.0,99.3
MR24-008 61,247,44512,2.49,16.8345,2.6,0.77663,4.1,0.094866,3.2,0.781,584.3,18.0,583.6,18.4,580.9,56.1,584.3,18.0,100.6,100.1
MR24-008 62,187,64316,2.97,19.3402,3.6,0.33187,5.4,0.046572,4.0,0.748,293.4,11.6,291.0,13.6,271.4,82.1,293.4,11.6,108.1,100.8
MR24-008 64,39,39411,3.85,7.7987,2.5,6.34239,6.6,0.358896,6.1,0.925,1976.9,104.1,2024.3,58.0,2073.0,44.1,2073.0,44.1,95.4,97.7
MR24-008 65,194,154415,2.79,3.9908,1.5,21.1163,3.2,0.611471,2.8,0.88,3075.9,68.8,3143.9,31.0,3187.7,24.1,3187.7,24.1,96.5,97.8
MR24-008 66,132,14837,1.97,19.5121,3.4,0.31124,5.6,0.044065,4.5,0.794,278.0,12.1,275.1,13.5,251.1,78.4,278.0,12.1,110.7,101.1
MR24-008 67,136,81865,2.03,16.4142,3.5,0.84646,6.2,0.100814,5.1,0.828,619.2,30.2,622.7,28.7,635.6,74.6,619.2,30.2,97.4,99.4
MR24-008 68,142,12527,1.54,5.0419,3.7,12.7365,5.8,0.465946,4.5,0.772,2465.8,92.4,2660.4,55.0,2811.8,60.7,2811.8,60.7,87.7,92.7
MR24-008 69,155,115567,4.32,6.6668,1.6,8.66719,4.1,0.419264,3.7,0.916,2257.1,71.2,2303.6,37.2,2345.1,27.9,2345.1,27.9,96.2,98.0
MR24-008 70,308,54455,3.68,17.3323,2.1,0.59492,3.7,0.074818,3.1,0.824,465.1,13.8,474.0,14.1,517.2,46.4,465.1,13.8,89.9,98.1
MR24-008 72,63,21043,2.43,16.2744,5.1,0.8428,7.9,0.099523,6.0,0.765,611.6,35.2,620.7,36.6,653.9,109.1,611.6,35.2,93.5,98.5
MR24-008 73,304,21250,3.81,15.2603,3.7,0.84204,5.2,0.093238,3.7,0.708,574.7,20.3,620.3,24.2,790.4,77.2,574.7,20.3,72.7,92.6
MR24-008 74,140,43602,3.91,7.7892,1.3,6.45018,3.5,0.364552,3.3,0.926,2003.7,56.1,2039.1,30.9,2075.1,23.4,2075.1,23.4,96.6,98.3
MR24-008 75,337,32052,3.42,15.0827,5.9,0.88956,6.3,0.097353,2.4,0.385,598.9,14.0,646.1,30.3,815.0,122.3,598.9,14.0,73.5,92.7
MR24-008 76,71,129877,1.68,5.6519,3.8,12.03232,6.8,0.493446,5.6,0.829,2585.6,119.7,2606.9,63.6,2623.5,63.0,2623.5,63.0,98.6,99.2
MR24-008 77,75,164145,2.76,16.1852,3.8,0.8809,6.1,0.103452,4.8,0.786,634.6,28.9,641.5,28.9,665.7,80.5,634.6,28.9,95.3,98.9
MR24-008 78,393,70866,1.86,15.4553,1.8,1.00011,4.2,0.112155,3.7,0.897,685.3,24.3,703.9,21.2,763.7,39.0,685.3,24.3,89.7,97.4
MR24-008 79,304,212992,3.34,16.5859,2.6,0.80298,4.2,0.096636,3.4,0.791,594.7,19.1,598.5,19.2,613.1,56.2,594.7,19.1,97.0,99.4
MR24-008 81,176,38815,1.07,16.4119,2.9,0.83637,5.2,0.099598,4.3,0.827,612.1,25.1,617.1,24.0,635.9,62.8,612.1,25.1,96.3,99.2
MR24-008 82,120,260185,1.19,7.5891,1.9,6.98391,3.8,0.384577,3.3,0.859,2097.6,58.3,2109.4,33.7,2120.9,34.1,2120.9,34.1,98.9,99.4
MR24-008 83,154,37382,2.35,13.34,2.4,1.80811,4.4,0.175015,3.7,0.842,1039.7,35.6,1048.4,28.8,1066.6,47.7,1066.6,47.7,97.5,99.2
MR24-008 85,234,604513,4.85,8.0712,1.9,6.40608,3.5,0.375167,3.0,0.848,2053.7,52.5,2033.1,31.0,2012.3,33.2,2012.3,33.2,102.1,101.0
MR24-008 86,473,293524,1.73,16.631,2.0,0.82743,3.1,0.099849,2.4,0.778,613.5,14.3,612.2,14.4,607.2,42.7,613.5,14.3,101.0,100.2
MR24-008 87,84,9452,1.31,16.251,4.5,0.92782,6.9,0.109406,5.2,0.757,669.3,33.3,666.5,33.8,657.0,96.9,669.3,33.3,101.9,100.4
MR24-008 88,328,62640,3.21,18.9998,3.8,0.31361,5.8,0.043234,4.4,0.754,272.9,11.8,277.0,14.2,312.0,87.3,272.9,11.8,87.5,98.5
MR24-008 89,32,6491,2.9,16.4264,5.8,0.83528,9.7,0.099557,7.9,0.806,611.8,45.8,616.5,45.0,634.0,124.0,611.8,45.8,96.5,99.2
MR24-008 90,74,52622,1.46,7.6086,2.6,6.62161,5.3,0.365561,4.6,0.874,2008.5,79.7,2062.2,46.6,2116.4,45.1,2116.4,45.1,94.9,97.4
MR24-008 92,108,79294,1.03,8.772,1.6,4.50206,3.4,0.286554,3.0,0.884,1624.3,43.1,1731.4,28.2,1863.3,28.7,1863.3,28.7,87.2,93.8
MR24-008 93,34,75351,1.23,15.6835,6.2,0.8479,8.5,0.09649,5.8,0.685,593.8,33.1,623.5,39.7,732.8,131.4,593.8,33.1,81.0,95.2
MR24-008 95,225,66742,2.85,19.5418,4.0,0.30706,6.5,0.04354,5.1,0.79,274.7,13.8,271.9,15.5,247.6,91.8,274.7,13.8,110.9,101.0
MR24-008 96,226,1550247,2.91,4.2278,2.1,18.48227,4.3,0.566979,3.8,0.873,2895.4,87.9,3015.2,41.6,3096.0,33.6,3096.0,33.6,93.5,96.0
MR24-008 97,234,211799,5.76,16.3669,2.5,0.84112,4.8,0.099889,4.1,0.853,613.8,23.8,619.8,22.1,641.8,53.4,613.8,23.8,95.6,99.0
MR24-008 98,1254,464232,5.93,19.3019,1.7,0.32298,2.9,0.045235,2.3,0.801,285.2,6.5,284.2,7.2,275.9,39.9,285.2,6.5,103.4,100.4
MR24-008 99,161,65320,1.85,15.6522,4.2,0.79704,6.6,0.090521,5.1,0.771,558.6,27.4,595.2,29.9,737.0,89.3,558.6,27.4,75.8,93.9
MR24-008 100,181,65783,0.8,7.861,2.4,6.2647,4.6,0.357334,4.0,0.855,1969.5,67.1,2013.5,40.5,2059.0,42.4,2059.0,42.4,95.7,97.8
MR24-008 102,230,196859,1.94,16.3277,2.8,0.87036,5.1,0.103114,4.3,0.835,632.6,25.6,635.8,24.0,646.9,60.1,632.6,25.6,97.8,99.5
MR24-008 103,181,192694,3.03,15.9602,3.2,0.88722,5.0,0.102745,3.9,0.773,630.5,23.2,644.9,23.9,695.6,67.7,630.5,23.2,90.6,97.8
MR24-008 104,36,17696,1.97,15.9548,4.4,0.91032,7.9,0.105385,6.6,0.831,645.9,40.3,657.2,38.2,696.3,93.6,645.9,40.3,92.8,98.3
MR24-008 106,303,618437,3.03,16.2295,2.8,0.84081,4.0,0.099014,2.8,0.702,608.6,16.3,619.6,18.5,659.9,61.1,608.6,16.3,92.2,98.2
MR24-008 107,170,171608,5.8,7.4073,2.2,7.16369,5.2,0.385028,4.6,0.9,2099.7,83.3,2132.0,46.0,2163.2,39.2,2163.2,39.2,97.1,98.5
MR24-008 108,303,45336,2.99,18.9489,3.2,0.31249,4.8,0.042965,3.6,0.745,271.2,9.5,276.1,11.6,318.0,72.5,271.2,9.5,85.3,98.2
MR24-008 109,113,280180,3.52,15.5901,3.1,1.08902,6.6,0.123191,5.9,0.886,748.9,41.4,748.0,35.0,745.4,64.7,748.9,41.4,100.5,100.1
MR24-008 110,71,13229,1.32,16.6833,4.3,0.77203,7.3,0.093456,5.9,0.808,575.9,32.5,580.9,32.3,600.4,93.1,575.9,32.5,95.9,99.1
MR24-008 113,100,100113,2.95,16.5354,3.8,0.8531,5.7,0.102354,4.3,0.752,628.2,25.9,626.3,26.9,619.7,81.7,628.2,25.9,101.4,100.3
MR24-008 114,184,24437,1.85,5.5479,1.7,11.74457,4.2,0.472785,3.9,0.913,2495.8,80.2,2584.3,39.7,2654.4,28.7,2654.4,28.7,94.0,96.6
MR24-008 115,95,93173,2.29,7.594,1.9,6.83499,4.9,0.376619,4.5,0.924,2060.5,79.3,2090.3,43.1,2119.7,32.6,2119.7,32.6,97.2,98.6
MR24-008 116,188,273775,2.91,7.7004,1.6,6.89957,4.1,0.385503,3.8,0.92,2101.9,68.0,2098.6,36.5,2095.3,28.4,2095.3,28.4,100.3,100.2
MR24-008 117,56,147015,1.41,16.2348,5.0,0.83684,10.6,0.098579,9.3,0.883,606.1,54.0,617.4,48.9,659.1,106.2,606.1,54.0,92.0,98.2
MR24-008 118,152,77540,2.07,16.4661,3.4,0.80516,5.9,0.096198,4.8,0.817,592.1,27.2,599.7,26.7,628.7,73.3,592.1,27.2,94.2,98.7
MR24-008 119,216,113133,1.15,16.1924,2.6,0.81793,3.4,0.0961,2.1,0.636,591.5,12.2,606.9,15.4,664.8,55.9,591.5,12.2,89.0,97.5
MR24-008 120,435,3785029,3.86,4.0126,1.7,18.33586,5.0,0.533855,4.7,0.942,2757.7,106.4,3007.5,48.5,3179.1,26.8,3179.1,26.8,86.7,91.7
MR24-008 121,394,95144,3.04,16.6182,2.3,0.75966,4.0,0.091601,3.2,0.818,565.0,17.5,573.8,17.4,608.9,49.3,565.0,17.5,92.8,98.5
MR24-008 122,121,24689,1.99,16.7178,4.3,0.80548,5.8,0.097708,3.8,0.667,601.0,22.1,599.9,26.1,595.9,93.1,601.0,22.1,100.9,100.2
MR24-008 123,231,424000,1.31,16.26,2.4,0.94122,3.8,0.111047,2.9,0.769,678.8,18.9,673.5,18.7,655.8,52.2,678.8,18.9,103.5,100.8
MR24-008 124,98,104644,0.79,7.9992,2.2,6.4336,4.8,0.373417,4.3,0.894,2045.5,75.3,2036.9,42.2,2028.2,38.1,2028.2,38.1,100.9,100.4
MR24-008 126,41,6918,1.23,17.1154,6.7,0.77187,9.1,0.095856,6.3,0.684,590.1,35.3,580.8,40.5,544.8,145.8,590.1,35.3,108.3,101.6
MR24-008 127,278,84411,3.91,15.25,2.5,1.12694,4.7,0.1247,4.0,0.853,757.6,28.9,766.3,25.5,791.8,52.0,757.6,28.9,95.7,98.9
MR24-008 128,189,212067,0.96,16.4743,3.4,0.81935,5.3,0.097943,4.1,0.771,602.3,23.5,607.7,24.2,627.6,72.7,602.3,23.5,96.0,99.1
MR24-008 129,200,187516,2.22,16.5515,2.9,0.82944,4.4,0.099613,3.4,0.765,612.1,19.8,613.3,20.4,617.6,61.7,612.1,19.8,99.1,99.8
MR24-008 130,221,24192,1.4,16.5069,2.8,0.84495,4.7,0.101202,3.8,0.803,621.4,22.6,621.9,22.0,623.4,60.9,621.4,22.6,99.7,99.9
MR24-008 131,349,66110,2.61,20.0296,3.4,0.30699,4.3,0.044617,2.6,0.611,281.4,7.2,271.8,10.2,190.5,78.4,281.4,7.2,147.7,103.5
MR24-008 132,142,109399,0.58,15.9239,2.4,0.88605,4.7,0.102376,4.0,0.855,628.3,24.1,644.2,22.5,700.5,52.0,628.3,24.1,89.7,97.5
MR24-008 133,82,75586,1.21,7.9775,1.6,6.35305,3.9,0.367743,3.6,0.914,2018.8,62.2,2025.8,34.5,2033.0,28.3,2033.0,28.3,99.3,99.7
MR24-008 134,62,17456,0.99,16.0936,4.0,0.84804,7.2,0.099029,6.0,0.836,608.7,35.0,623.6,33.6,677.8,84.7,608.7,35.0,89.8,97.6
MR24-008 135,84,14578,2.42,16.839,4.0,0.80897,6.5,0.098843,5.2,0.787,607.6,29.9,601.9,29.7,580.3,87.6,607.6,29.9,104.7,100.9
MR24-008 137,137,16997,1.8,18.9266,3.9,0.31534,5.3,0.043306,3.6,0.683,273.3,9.6,278.3,12.8,320.7,87.4,273.3,9.6,85.2,98.2
MR24-008 138,145,158858,1.11,8.047,1.9,6.31067,3.5,0.368473,3.0,0.852,2022.2,52.4,2019.9,31.1,2017.6,32.9,2017.6,32.9,100.2,100.1
MR24-008 139,264,186771,2.19,16.471,2.7,0.87707,4.1,0.104821,3.1,0.755,642.6,18.9,639.4,19.4,628.1,57.9,642.6,18.9,102.3,100.5
MR24-008 140,131,102424,1.55,16.4099,2.9,0.83896,5.2,0.099894,4.3,0.825,613.8,25.1,618.6,24.0,636.1,63.1,613.8,25.1,96.5,99.2
MR24-008 141,529,75991,4.32,8.1485,1.6,5.8008,3.5,0.342973,3.1,0.882,1901.0,50.6,1946.5,30.2,1995.4,29.2,1995.4,29.2,95.3,97.7
MR24-008 143,421,109708,1.26,7.9189,2.1,6.40082,4.3,0.367786,3.8,0.871,2019.0,65.1,2032.4,37.9,2046.0,37.4,2046.0,37.4,98.7,99.3
MR24-008 144,149,74786,1.12,7.9139,2.1,6.32873,5.1,0.363412,4.6,0.911,1998.3,79.8,2022.4,44.7,2047.1,37.2,2047.1,37.2,97.6,98.8
MR24-008 145,38,71847,1.19,8.0406,2.2,5.95448,7.1,0.347397,6.7,0.951,1922.2,111.8,1969.2,61.6,2019.0,39.0,2019.0,39.0,95.2,97.6
MR24-008 146,80,20378,2.38,16.4015,3.6,0.84276,6.0,0.100295,4.8,0.798,616.1,28.3,620.7,28.1,637.2,78.5,616.1,28.3,96.7,99.3
MR24-008 147,139,40101,0.93,16.4243,2.7,0.83505,4.7,0.099516,3.8,0.816,611.6,22.4,616.4,21.7,634.2,58.6,611.6,22.4,96.4,99.2
MR24-008 148,57,108683,1.12,7.9527,2.5,6.63553,5.0,0.382898,4.4,0.87,2089.8,78.3,2064.1,44.5,2038.5,43.9,2038.5,43.9,102.5,101.2
MR24-008 149,532,506214,1.66,16.3713,2.0,0.86526,3.4,0.102783,2.8,0.814,630.7,16.8,633.0,16.2,641.2,42.9,630.7,16.8,98.4,99.6
MR24-008 151,71,271125,1.09,7.9627,1.9,6.01673,5.8,0.347628,5.5,0.943,1923.3,90.7,1978.3,50.4,2036.3,34.1,2036.3,34.1,94.5,97.2
MR24-008 153,222,203096,1.69,12.3525,2.1,2.26353,3.5,0.202878,2.8,0.809,1190.8,30.9,1201.0,24.7,1219.5,40.5,1219.5,40.5,97.6,99.2
MR24-008 154,126,18350,2.86,16.1046,3.8,0.92907,5.3,0.108566,3.8,0.705,664.4,23.8,667.1,26.1,676.4,81.1,664.4,23.8,98.2,99.6
MR24-008 156,137,24082,1.31,16.5102,3.0,0.83476,4.6,0.100002,3.5,0.766,614.4,20.7,616.2,21.3,623.0,64.0,614.4,20.7,98.6,99.7
MR24-008 157,134,88462,2.26,16.8061,3.3,0.78444,6.0,0.095658,5.0,0.831,588.9,28.0,588.0,26.7,584.6,72.3,588.9,28.0,100.7,100.2
MR24-008 158,154,432429,2.21,16.3939,2.7,0.87875,4.9,0.104531,4.1,0.839,640.9,25.0,640.3,23.2,638.2,57.2,640.9,25.0,100.4,100.1
MR24-008 160,212,18902,2.31,19.3158,3.4,0.29974,4.6,0.04201,3.2,0.687,265.3,8.3,266.2,10.9,274.3,77.2,265.3,8.3,96.7,99.7
MR24-008 161,57,124130,2.23,8.9662,2.3,4.97851,5.2,0.323894,4.7,0.895,1808.7,73.8,1815.7,44.2,1823.7,42.3,1823.7,42.3,99.2,99.6
MR24-008 162,137,126744,1.58,8.0094,1.5,6.31248,3.6,0.366853,3.3,0.912,2014.6,57.4,2020.2,31.9,2025.9,26.4,2025.9,26.4,99.4,99.7
MR24-008 163,42,26287,1.4,8.4602,2.5,5.60407,6.4,0.344017,5.9,0.919,1906.0,97.2,1916.7,55.2,1928.4,45.2,1928.4,45.2,98.8,99.4
MR24-008 164,282,123536,2.79,16.5112,2.5,0.80114,4.1,0.09598,3.2,0.796,590.8,18.2,597.5,18.3,622.8,53.0,590.8,18.2,94.9,98.9
MR24-008 166,192,127586,2.87,16.5394,2.5,0.82493,4.0,0.098999,3.1,0.772,608.5,17.7,610.8,18.2,619.1,54.3,608.5,17.7,98.3,99.6
MR24-008 167,232,67401,2.12,16.6068,2.6,0.81595,4.6,0.09832,3.8,0.83,604.6,21.9,605.8,20.9,610.4,55.2,604.6,21.9,99.0,99.8
MR24-008 168,44,37909,1.33,16.7542,5.5,0.8262,9.3,0.100439,7.4,0.803,617.0,43.8,611.5,42.6,591.3,119.9,617.0,43.8,104.3,100.9
MR24-008 169,46,32274,2.53,16.0766,4.8,0.8986,8.2,0.104823,6.7,0.81,642.6,40.8,651.0,39.6,680.1,103.1,642.6,40.8,94.5,98.7
MR24-008 170,179,101381,2.61,16.3301,3.0,0.89764,4.9,0.106362,3.9,0.797,651.6,24.3,650.5,23.7,646.6,63.9,651.6,24.3,100.8,100.2
MR24-008 171,434,1500,2.83,5.4229,33.9,1.30017,34.5,0.051159,6.2,0.181,321.6,19.5,845.8,198.4,2692.1,564.4,321.6,19.5,11.9,38.0
MR24-008 172,177,40333,3.23,7.9582,2.9,6.03864,4.7,0.348695,3.7,0.789,1928.4,62.2,1981.4,41.2,2037.3,51.5,2037.3,51.5,94.7,97.3
MR24-008 173,77,98655,2.11,8.8414,3.2,5.3672,5.7,0.34432,4.7,0.823,1907.4,77.0,1879.6,48.5,1849.1,58.2,1849.1,58.2,103.2,101.5
MR24-008 175,156,408080,4.4,16.6728,3.3,0.8311,5.3,0.100544,4.1,0.784,617.6,24.2,614.2,24.2,601.8,70.5,617.6,24.2,102.6,100.6
MR24-008 178,226,91723,1.48,16.5796,2.1,0.84709,4.5,0.101906,3.9,0.877,625.6,23.3,623.0,20.8,613.9,46.3,625.6,23.3,101.9,100.4
MR24-008 180,102,148993,2.79,12.1989,3.2,2.3233,5.4,0.205647,4.3,0.807,1205.6,47.8,1219.4,38.2,1244.0,62.2,1244.0,62.2,96.9,98.9
MR24-008 181,62,13739,1.73,16.433,4.5,0.82526,6.6,0.098401,4.9,0.738,605.0,28.2,611.0,30.4,633.1,96.1,605.0,28.2,95.6,99.0
MR24-008 182,169,283087,1.52,8.174,1.5,6.17938,3.9,0.366499,3.6,0.925,2012.9,62.1,2001.5,34.0,1989.8,26.3,1989.8,26.3,101.2,100.6
MR24-008 183,42,38199,3.04,16.7104,5.2,0.80031,8.7,0.097038,7.0,0.802,597.0,39.9,597.0,39.4,596.9,112.7,597.0,39.9,100.0,100.0
MR24-008 184,92,624012,2.56,7.8819,1.9,6.53781,4.4,0.373901,4.0,0.907,2047.7,69.8,2051.0,38.7,2054.3,32.7,2054.3,32.7,99.7,99.8
MR24-008 185,108,60126,1.42,16.0238,3.2,0.88136,5.6,0.102473,4.6,0.816,628.9,27.3,641.7,26.6,687.1,68.9,628.9,27.3,91.5,98.0
MR24-008 186,102,62565,0.92,6.8591,1.9,8.53744,4.2,0.424903,3.7,0.892,2282.7,71.7,2289.9,38.0,2296.4,32.4,2296.4,32.4,99.4,99.7
MR24-008 187,105,135445,1.65,8.2811,2.0,6.1134,5.3,0.367339,5.0,0.929,2016.9,85.9,1992.2,46.6,1966.6,35.4,1966.6,35.4,102.6,101.2
MR24-008 188,326,31655,5.81,7.2715,1.7,6.99955,3.5,0.369307,3.0,0.872,2026.1,52.7,2111.4,30.9,2195.4,29.6,2195.4,29.6,92.3,96.0
MR24-008 189,178,69644,2.69,16.423,2.9,0.85791,4.9,0.102232,4.0,0.812,627.5,24.0,629.0,23.2,634.4,62.1,627.5,24.0,98.9,99.8
MR24-008 190,157,25854,2.48,18.9279,5.0,0.31983,6.4,0.043925,3.9,0.62,277.1,10.7,281.8,15.7,320.6,113.4,277.1,10.7,86.4,98.3
MR24-008 191,127,47846,2.54,16.4283,3.0,0.79105,4.7,0.094296,3.7,0.774,580.9,20.4,591.8,21.2,633.7,64.5,580.9,20.4,91.7,98.2
MR24-008 192,275,170379,1.79,7.8401,1.7,6.54584,3.4,0.372374,2.9,0.862,2040.6,50.9,2052.1,29.7,2063.7,30.1,2063.7,30.1,98.9,99.4
MR24-008 193,76,54778,2.61,15.9434,3.7,0.92416,5.4,0.10691,3.8,0.719,654.8,24.0,664.6,26.1,697.8,79.2,654.8,24.0,93.8,98.5
MR24-008 194,194,216064,3.41,7.9144,1.7,6.37407,3.6,0.366039,3.2,0.885,2010.7,54.7,2028.7,31.4,2047.0,29.4,2047.0,29.4,98.2,99.1
MR24-008 195,234,95923,1.18,16.6658,3.5,0.8085,4.7,0.097768,3.2,0.678,601.3,18.3,601.6,21.4,602.7,74.9,601.3,18.3,99.8,100.0
MR24-008 196,73,108121,2.23,5.5349,2.0,12.33347,5.6,0.495322,5.2,0.934,2593.7,112.0,2630.1,52.8,2658.3,33.4,2658.3,33.4,97.6,98.6
MR24-008 197,250,243609,3.49,7.6819,1.8,6.74248,4.2,0.375822,3.7,0.9,2056.7,65.8,2078.2,36.7,2099.5,31.9,2099.5,31.9,98.0,99.0
MR24-008 198,144,54417,2.31,12.1911,2.7,2.23548,4.7,0.197747,3.8,0.815,1163.2,40.7,1192.2,32.9,1245.3,53.2,1245.3,53.2,93.4,97.6
MR24-008 199,82,6638,1.72,14.5235,10.1,0.91514,12.5,0.096439,7.4,0.593,593.5,42.2,659.8,60.9,893.4,208.8,593.5,42.2,66.4,90.0
MR24-008 201,99,117338,2.9,16.2183,3.3,0.87758,7.1,0.103273,6.3,0.888,633.6,38.2,639.7,33.8,661.3,70.4,633.6,38.2,95.8,99.0
MR24-008 202,76,17495,1.22,13.1112,4.2,1.958,6.3,0.186273,4.6,0.744,1101.2,47.0,1101.2,42.0,1101.3,83.6,1101.3,83.6,100.0,100.0
MR24-008 203,38,33992,3.4,7.8003,2.0,6.81354,6.1,0.385635,5.8,0.946,2102.6,103.9,2087.5,54.2,2072.6,34.9,2072.6,34.9,101.4,100.7
MR24-008 204,53,188525,1.95,7.9932,2.8,6.125,6.2,0.355241,5.5,0.89,1959.6,93.4,1993.8,54.2,2029.5,50.1,2029.5,50.1,96.6,98.3
MR24-008 205,270,28750,2.9,19.4205,3.7,0.30583,5.6,0.043095,4.2,0.747,272.0,11.1,270.9,13.2,261.9,85.0,272.0,11.1,103.9,100.4
MR24-008 207,456,943241,3.05,7.7134,1.8,6.74916,3.4,0.377735,2.9,0.852,2065.7,51.1,2079.1,30.0,2092.4,31.3,2092.4,31.3,98.7,99.4
MR24-008 208,71,59197,3.96,16.358,4.3,0.73971,7.4,0.087798,6.0,0.813,542.5,31.5,562.2,32.1,642.9,93.2,542.5,31.5,84.4,96.5
MR24-008 209,60,116962,2.49,8.9192,2.5,5.07659,6.5,0.328544,6.0,0.923,1831.3,95.2,1832.2,54.9,1833.2,45.3,1833.2,45.3,99.9,100.0
MR24-008 210,170,117186,2.87,7.4569,1.4,6.86621,3.7,0.371511,3.4,0.923,2036.5,59.8,2094.3,32.9,2151.6,25.0,2151.6,25.0,94.7,97.2
MR24-008 211,80,298433,17.88,8.0141,2.7,6.33355,6.3,0.368295,5.7,0.9,2021.4,98.4,2023.1,55.3,2024.9,48.6,2024.9,48.6,99.8,99.9
MR24-008 212,140,36740,3.51,17.1018,3.2,0.77731,4.6,0.096457,3.3,0.714,593.6,18.5,583.9,20.3,546.5,69.8,593.6,18.5,108.6,101.7
MR24-008 213,28,108764,1.34,8.8663,3.1,5.15521,7.5,0.331652,6.8,0.908,1846.4,108.9,1845.3,63.6,1844.0,56.6,1844.0,56.6,100.1,100.1
MR24-008 214,74,90056,2.47,7.8963,1.9,6.64872,6.0,0.38094,5.7,0.949,2080.7,101.1,2065.8,52.9,2051.1,33.4,2051.1,33.4,101.4,100.7
MR24-008 215,66,31056,1.89,9.1473,2.3,4.90958,6.3,0.32586,5.9,0.934,1818.3,93.3,1803.9,53.2,1787.3,41.2,1787.3,41.2,101.7,100.8
MR24-008 216,42,94579,1.89,7.735,2.1,6.51385,7.3,0.365591,7.0,0.957,2008.6,120.7,2047.8,64.3,2087.4,37.1,2087.4,37.1,96.2,98.1
MR24-008 217,155,137861,2.14,7.7421,2.3,6.78342,4.2,0.381068,3.5,0.84,2081.3,62.4,2083.6,37.0,2085.8,39.8,2085.8,39.8,99.8,99.9
MR24-008 218,85,39525,1.46,16.9056,4.1,0.77403,6.4,0.094948,4.9,0.761,584.7,27.2,582.1,28.3,571.7,90.0,584.7,27.2,102.3,100.4
MR24-008 219,159,143153,1.68,15.666,2.7,0.98346,6.1,0.111792,5.5,0.898,683.1,35.6,695.4,30.8,735.2,57.0,683.1,35.6,92.9,98.2
MR24-008 221,649,112710,5.08,16.636,2.2,0.79859,3.7,0.096398,2.9,0.799,593.3,16.7,596.0,16.6,606.6,47.9,593.3,16.7,97.8,99.5
MR24-008 222,577,1254009,3.21,7.8826,1.9,6.45892,3.9,0.369424,3.4,0.871,2026.7,59.3,2040.3,34.5,2054.1,34.0,2054.1,34.0,98.7,99.3
